Norair,Hovsepyan,27.10.1994,Czech Republic,,,,,,
Stephan,Fellinger,5.7.1994,Austria,,,,,,
Mario,Fischer,5.5.1989,Austria,,,,,,
Daniel,Forcher,23.12.1986,Austria,,,,,,
Dominik,Frank,6.5.1994,Austria,,,,,,
David,Franz,28.10.1992,Austria,,,,,,
Stefan,Freunschlag,1.11.1996,Austria,,,,,,
Daniel,Frischmann,20.1.1992,Austria,,,,,,
Matthias,Fritz,16.6.1989,Austria,,,,,,
Jürgen,Fussenegger,13.6.1989,Austria,,,,,,
Alexander,Gaffal,6.8.2029,Austria,,,,,,
Fabian,Gaffal,1.1.2025,Austria,,,,,,
Florian,Gaffal,2.1.2023,Austria,,,,,,
Harald,Gaffal,7.7.2017,Austria,,,,,,
Heinz,Gaffal,13.12.2012,Austria,,,,,,
Heinz,Gaffal,2.8.2025,Austria,,,,,,
Patrick,Gaffal,12.10.1994,Austria,,,,,,
Stefan,Gaffal,24.11.1996,Austria,,,,,,
Manuel,Ganahl,12.7.1990,Austria,,,,,,
Mate,Gaspar,2.2.1997,Hungary,,,,,,
Daniel,Gasser,10.8.1988,Austria,,,,,,
Benjamin,Geier,26.6.2026,Austria,,,,,,
Christian,Geier,18.5.2050,Austria,,,,,,
Dennis,Geier,8.10.2049,Austria,,,,,,
Dominik,Geier,9.3.2023,Austria,,,,,,
Georg,Geier,4.12.2042,Austria,,,,,,
Manuel,Geier,8.1.1988,Austria,,,,,,
Markus,Geier,10.8.2008,Austria,,,,,,
Stefan,Geier,8.1.1988,Austria,,,,,,
Stefan,Geier,26.7.2018,Austria,,,,,,
Ruslan,Gelfanov,8.5.1995,Austria,,,,,,
Christian,Gmeiner,21.12.1983,Austria,,,,,,
Marius,Göhringer,24.10.1992,Austria,,,,,,
Florian,Goriupp,15.1.1989,Austria,,,,,,
Martin,Grabher Meier,21.11.1983,Austria,,,,,,
Marko,Grabner,19.9.2019,Austria,,,,,,
Michael,Grabner,5.10.1987,Austria,,,,,,
Julian,Grafschafter,15.5.1987,Austria,,,,,,
Julian,Grosslercher,5.3.1993,Austria,,,,,,
Alfred,Haas,23.2.2022,Austria,,,,,,
Clemens,Haas,8.5.2005,Austria,,,,,,
Kevin,Haas,29.11.2025,Austria,,,,,,
Markus,Haas,22.1.2018,Austria,,,,,,
Nikolaus,Haas,6.9.2005,Austria,,,,,,
Patrick,Haas,11.5.2028,Austria,,,,,,
Philipp,Haas,21.11.2012,Austria,,,,,,
Andreas,Haberl,21.11.2026,Austria,,,,,,
Dominic,Haberl,22.1.1996,Austria,,,,,,
Fabian,Haberl,5.11.2046,Austria,,,,,,
Julian,Haberl,8.2.2021,Austria,,,,,,
Lucas,Haberl,18.5.1998,Austria,,,,,,
Mario,Haberl,13.8.2005,Austria,,,,,,
Matthias,Haberl,5.1.2044,Austria,,,,,,
Philip,Haberl,21.3.2052,Austria,,,,,,
Dominic,Hackl,8.11.1996,Austria,,,,,,
Matthias,Haller,2.11.1985,Austria,,,,,,
Günther,Hanschitz,12.5.1959,Austria,,,,,,
Christoph,Harand,27.5.1981,Austria,,,,,,
Emanuel,Harand,24.6.2003,Austria,,,,,,
Nicolas,Harand,28.2.2037,Austria,,,,,,
Patrick,Harand,15.3.1984,Austria,,,,,,
Peter,Harand,18.10.2027,Austria,,,,,,
Christopher,Harrer,21.10.2015,Austria,,,,,,
Marcel,Harrer,6.2.2024,Austria,,,,,,
Marco,Harrer,20.9.2046,Austria,,,,,,
Nikolaus,Hartl,18.12.1991,Austria,,,,,,
Markus,Hasenhütl,27.6.1987,Austria,,,,,,
Lukas,Haudum,21.5.1997,Austria,,,,,,
Stefan,Häussle,31.10.1992,Austria,,,,,,
Johannes,Hehle,15.3.1985,Austria,,,,,,
Dominique,Heinrich,31.7.1990,Austria,,,,,,
Raphael,Herburger,2.1.1989,Austria,,,,,,
Lukas,Herzog,7.2.1993,Austria,,,,,,
Lukas,Herzog,24.9.2003,Austria,,,,,,
Stefan,Herzog,20.5.2039,Austria,,,,,,
Marco,Hirschberger,26.3.1996,Austria,,,,,,
Fabio,Hofer,23.1.1991,Austria,,,,,,
Daniel,Hohenberger,19.9.2010,Austria,,,,,,
David,Hohenberger,23.6.2006,Austria,,,,,,
Georg,Hohenberger,13.2.2005,Austria,,,,,,
Herbert,Hohenberger,8.2.1969,Austria,,11,,9,15,12
Martin,Hohenberger,29.1.1977,Austria,,,,,,
Martin,Hohenberger,29.5.2014,Austria,,,,,,
Patrick,Hohenberger,25.1.2051,Austria,,,,,,
Maximilian,Hohenegg,7.7.1996,Austria,,,,,,
Alexander,Höller,24.10.1984,Austria,,,,,,
Taylor,Holst,24.4.1989,Austria,,,,,,
Alexander,Holzer,3.5.2038,Austria,,,,,,
Bernd,Holzer,17.4.2041,Austria,,,,,,
Christian,Holzer,19.3.2005,Austria,,,,,,
Jakob,Holzer,2.12.1998,Austria,,,,,,
Martin,Holzer,28.4.2015,Austria,,,,,,
Nikolaus,Holzer,5.12.1990,Austria,,,,,,
Philipp,Holzer,8.2.2048,Austria,,,,,,
Thomas,Holzer,28.9.2019,Austria,,,,,,
Thomas,Höneckl,10.10.1989,Austria,,,,,,
Philippe,Horsky,29.1.1983,Austria,,,,,,
Christoph,Hörtnagl,3.8.1990,Austria,,,,,,
Marco,Hörtnagl,18.10.2004,Austria,,,,,,
Felix,Huber,13.5.1993,Austria,,,,,,
Mario,Huber,8.8.1996,Austria,,,,,,
Rene,Huber,10.12.1997,Austria,,,,,,
Thomas,Hundertpfund,14.12.1989,Austria,,,,,,
Maximilian,Isopp,5.2.1990,Austria,,,,,,
Herbert,Jäger,28.11.2014,Austria,,,,,,
Peter,Jäger,13.9.2033,Austria,,,,,,
Daniel,Jakubitzka,17.6.1996,Austria,,,,,,
Christian,Jennes,21.5.1997,Austria,,,,,,
Andreas,Judex,13.3.1981,Austria,,,,,,
Christof,Kainz,17.8.2021,Austria,,,,,,
Lukas,Kainz,2.9.1995,Austria,,,,,,
Thomas,Kainz,26.9.2036,Austria,,,,,,
Gert,Karitnig,6.3.1997,Austria,,,,,,
Michael,Kernberger,24.1.1997,Austria,,,,,,
Benjamin,Kerschbaumer,25.10.2045,Austria,,,,,,
Christian,Kerschbaumer,17.2.2003,Austria,,,,,,
Markus,Kerschbaumer,6.5.1975,Austria,,,,,,15
Philipp,Kerschbaumer,23.7.2010,Austria,,,,,,
Thomas,Kerschbaumer,5.9.2032,Austria,,,,,,
David,Kickert,16.3.1994,Austria,,,,,,
Erik,Kirchschläger,4.2.1996,Austria,,,,,,
Werner,Kleschpis,1.1.1965,Austria,,,,,,
Roman,Klicznik,8.3.1983,Austria,,,,,,
Sven,Klimbacher,12.9.1981,Austria,,,,,,
Thomas,Koch,17.8.1983,Austria,,,,,,
Philipp,Koczera,22.7.1993,Austria,,,,,,
Andreas,Kogler,14.3.2005,Austria,,,,,,
Mario,Kogler,9.5.1987,Austria,,,,,,
Konstantin,Komarek,8.11.1992,Austria,,,,,,
Mark,Kompain,13.7.1996,Austria,,,,,,
Hannes,Kotinsky,25.1.1995,Austria,,,,,,
Gerd,Kragl,23.6.1997,Austria,,,,,,
Clemens,Krainz,30.5.2001,Austria,,,,,,
Nikolaus,Kraus,21.11.1996,Austria,,,,,,
David,Kreuter,21.2.1995,Austria,,,,,,
Philipp,Kreuzer,1.4.1995,Austria,,,,,,
Andreas,Kristler,30.8.1990,Austria,,,,,,
Christof,Kromp,14.8.1997,Austria,,,,,,
Florian,Kucher,24.3.1997,Austria,,,,,,
Clemens,Kuchinka,29.9.1993,Austria,,,,,,
Simon,Kumposcht,17.10.1983,Austria,,,,,,
Florian,Kurath,9.5.1995,Austria,,,,,,
Michael,Kutzer,2.9.1989,Austria,,,,,,
Alexander,Lahoda,1.8.1996,Austria,,,,,,
André,Lakos,29.7.1979,Austria,,,,,,
Günther,Lakos,9.9.2036,Austria,,,,,,
Philippe,Lakos,19.8.1980,Austria,,,,,,
Stefan,Lakos,17.1.2049,Austria,,,,,,
Michael,Lampert,17.7.1972,Austria,,,,,,
Christian,Lange,9.1.2003,Austria,,,,,,
David,Lange,9.5.2005,Austria,,,,,,
David,Lange,2.12.2022,Austria,,,,,,
Harald,Lange,5.12.1983,Austria,,,,,,
Markus,Lange,2.5.2043,Austria,,,,,,
Mathias,Lange,13.4.1985,Austria,,,,,,
Benjamin,Lanzinger,25.1.2000,Austria,,,,,,
Manuel,Laritz,26.5.1992,Austria,,,,,,
Brian,Lebler,16.7.1988,Austria,,,,,,
Edward,Lebler,20.5.1958,Austria,,,,,,
Valentin,Leiler,18.1.1995,Austria,,,,,,
Kilian,Leitner,27.4.2002,Austria,,,,,,
Robert,Lembacher,24.6.1989,Austria,,,,,,
Dietmar,Lindner,8.4.2011,Austria,,,,,,
Dietmar,Lindner,16.12.2038,Austria,,,,,,
Florian,Lindner,9.12.2048,Austria,,,,,,
Georg,Lindner,25.2.2009,Austria,,,,,,
Markus,Lindner,21.7.2007,Austria,,,,,,
Philipp,Lindner,13.7.1995,Austria,,,,,,
Manuel,Litterbach,23.8.1993,Austria,,,,,,
Andreas,Luchner,20.8.1988,Austria,,,,,,
Roland,Luchner,7.8.1986,Austria,,,,,,
Bernhard,Lukas,30.6.2042,Austria,,,,,,
Christian,Lukas,16.8.2009,Austria,,,,,,
Florian,Lukas,24.7.2026,Austria,,,,,,
Martin,Lukas,4.4.2009,Austria,,,,,,
Philipp,Lukas,4.12.1979,Austria,,,,,,
Philipp,Lukas,13.10.2041,Austria,,,,,,
Robert,Lukas,29.8.1978,Austria,,,,,,
Robert,Lukas,17.2.2028,Austria,,,,,,
Kevin,Macierzynski,21.6.1992,Austria,,,,,,
Erwin,Mader,7.8.2030,Austria,,,,,,
Marco,Mader,28.4.2035,Austria,,,,,,
Mario,Mader,1.8.2014,Austria,,,,,,
Mario,Mader,19.3.2051,Austria,,,,,,
Mark,Mader,27.9.2052,Austria,,,,,,
Michael,Mader,17.4.2016,Austria,,,,,,
Nicolas,Mader,19.1.2003,Austria,,,,,,
Patrick,Mader,31.7.2015,Austria,,,,,,
Thomas,Mader,3.9.1994,Austria,,,,,,
David,Madlener,31.3.1992,Austria,,,,,,
Christof,Martinz,25.11.1989,Austria,,,,,,
Felix,Maxa,14.11.1997,Austria,,,,,,
Niklas,Mayrhauser,1.11.1993,Austria,,,,,,
Alexander,Mellitzer,5.2.1980,Austria,,,,,,
Kevin,Moderer,8.2.1990,Austria,,,,,,
Dominik,Mosser,25.10.1996,Austria,,,,,,
Mario,Mühllechner,5.9.1987,Austria,,,,,,
Florian,Mühlstein,12.11.1990,Austria,,,,,,
Bernhard,Müller,26.6.2007,Austria,,,,,,
Marco,Müller,4.4.2007,Austria,,,,,,
Markus,Müller,27.7.2013,Austria,,,,,,
Stefan,Müller,2.5.1996,Austria,,,,,,
Stefan,Müller,22.4.2029,Austria,,,,,,
Stefan,Nador,20.4.1992,Austria,,,,,,
Daniel,Nageler,1.9.1986,Austria,,,,,,
Daniel,Natter,26.11.1994,Austria,,,,,,
Benjamin,Nissner,30.11.1997,Austria,,,,,,
Felix,Nussbacher,7.12.1999,Austria,,,,,,
Christof,Nussbaumer,18.10.2034,Austria,,,,,,
Fabian,Nussbaumer,5.2.1997,Austria,,,,,,
Michael,Nussbaumer,2.11.2022,Austria,,,,,,
René,Nussbaumer,18.3.2021,Austria,,,,,,
Laurens,Ober,28.2.1995,Austria,,,,,,
Daniel,Oberkofler,16.7.1988,Austria,,,,,,
Daniel,Obersteiner,2.2.1998,Austria,,,,,,
Patrick,Obrist,27.2.1993,Austria,,,,,,
Martin,Oraze,9.10.1984,Austria,,,,,,
Michael,Ortner,19.8.1989,Austria,,,,,,
Patrick,Ortner,13.11.1987,Austria,,,,,,
Alexander,Pallestrang,4.4.1990,Austria,,,,,,
Nicolas,Paul,26.5.1993,Austria,,,,,,
Clemens,Paulweber,22.10.1996,Austria,,,,,,
Florian,Pedevilla,18.8.1987,Austria,,,,,,
Markus,Peintner,17.12.1980,Austria,,,,,,
Jürgen,Penker,17.10.1982,Austria,,,,,,
Christian,Perthaler,21.7.1968,Austria,,,,,,
Patrick,Peter,27.1.1994,Austria,,,,,,
Nikolas,Petrik,19.3.1984,Austria,,,,,,
Mario,Petrovitz,16.10.1994,Austria,,,,,,
Martin,Pewal,25.6.1978,Austria,,,,,,
Dennis,Pfeffer,31.5.2037,Austria,,,,,,
Oliver,Pfeffer,29.4.2029,Austria,,,,,,
Jacob,Pfeffer,11.2.2001,Austria,,,,,,
Oliver,Pilloni,22.10.1965,Austria,,,,,,
Yannic,Pilloni,31.7.1998,Austria,,,,,,
Philipp,Pinter,18.1.1985,Austria,,,,,,
Markus,Pirmann,21.1.1989,Austria,,,,,,
Kevin,Placek,15.8.1995,Austria,,,,,,
Patrick,Platzer,29.1.1992,Austria,,,,,,
Fabian,Pöck,14.10.2018,Austria,,,,,,
Markus,Pöck,15.1.1992,Austria,,,,,,
Thomas,Pöck,2.12.1981,Austria,,,,,,
Nico,Pohl,27.8.1993,Austria,,,,,,
Michael,Pollross,20.7.1982,Austria,,,,,,
Daniel,Pölzl,17.5.1999,Austria,,,,,,
Gregor,Posch,8.6.2036,Austria,,,,,,
Patrick,Posch,5.7.2016,Austria,,,,,,
Philipp,Posch,4.8.2016,Austria,,,,,,
Thomas,Posch,17.12.2018,Austria,,,,,,
Philipp,Pöschmann,1.1.1997,Austria,,,,,,
Rene,Pospisil,5.8.1993,Austria,,,,,,
Manuel Kurt,Praty,30.9.1987,Austria,,,,,,
Markus,Prock,6.4.1989,Austria,,,,,,
Fredy,Püls,14.4.1969,Austria,,,,,,
Damon,Puntus,3.9.1995,Austria,,,,,,
Christian,Puschnik,2.1.2044,Austria,,,,,,
Gerhard,Puschnik,16.10.1966,Austria,,,,,,
Günther,Puschnik,21.5.2030,Austria,,,,,,
Kevin,Puschnik,2.9.1991,Austria,,,,,,
Lukas,Puschnik,31.3.2015,Austria,,,,,,
Nico,Puschnik,30.11.2038,Austria,,,,,,
Robert,Puschnik,24.12.2004,Austria,,,,,,
Julian,Pusnik,5.11.1999,Austria,,,,,,
Philip,Putnik,8.9.1992,Austria,,,,,,
Andreas,Raffl,27.2.2034,Austria,,,,,,
Florian,Raffl,20.12.2050,Austria,,,,,,
Florian,Raffl,10.11.2014,Austria,,,,,,
Lukas,Raffl,1.2.2004,Austria,,,,,,
Lukas,Raffl,15.7.2039,Austria,,,,,,
Maximilian,Raffl,26.7.2017,Austria,,,,,,
Michael,Raffl,1.12.1988,Austria,,,,,,
Michael,Raffl,25.8.2043,Austria,,,,,,
Peter,Raffl,2.2.1960,Austria,,,,,,
Thomas,Raffl,19.6.1986,Austria,,,,,,
Patrick,Ratz,10.8.1992,Austria,,,,,,
Alexander,Rauchenwald,11.5.1993,Austria,,,,,,
Johannes,Reichel,29.4.1982,Austria,,,,,,
Kristof,Reinthaler,24.5.1988,Austria,,,,,,
Max,Reisinger,22.9.1995,Austria,,,,,,
Marco,Repitsch,9.2.1991,Austria,,,,,,
Marco,Richter,19.11.1995,Austria,,,,,,
Axel,Riegler,10.6.1986,Austria,,,,,,
Youssef,Riener,10.4.1986,Austria,,,,,,
Robert,Rohrer,27.8.1986,Austria,,,,,,
Klaus,Romera,29.1.1966,Austria,,,,,,
Emil,Romig,19.9.1992,Austria,,,,,,
Patrick,Ropatsch,10.11.1996,Austria,,,,,,
Manuel,Rosenlechner,12.2.1996,Austria,,,,,,
Marco,Rossi,23.9.2001,Austria,,,,,,
Rafael,Rotter,14.6.1987,Austria,,,,,,
Smail,Samardzic,10.11.1994,Austria,,,,,,
Dominique,Saringer,1.7.1994,Austria,,,,,,
Martin,Satorina,31.1.1968,Austria,,,,,,
Roman,Schellander,1.1.1965,Austria,,,,,,
Benedikt,Schennach,13.11.1987,Austria,,,,,,
Christopher,Schennach,20.6.2011,Austria,,,,,,
Heinz,Schennach,1.4.2031,Austria,,,,,,
Mario,Schennach,23.11.2011,Austria,,,,,,
Martin,Schennach,6.6.2022,Austria,,,,,,
Patrick,Schennach,16.1.2052,Austria,,,,,,
Valentin,Schennach,8.11.1991,Austria,,,,,,
Zeljko,Schennach,10.2.2029,Austria,,,,,,
Christoph,Scherngell,9.7.1988,Austria,,,,,,
Kevin,Schettina,8.11.1993,Austria,,,,,,
Michael,Schiechl,21.1.1989,Austria,,,,,,
Markus,Schlacher,23.8.1987,Austria,,,,,,
Richard,Schlögl,26.10.1996,Austria,,,,,,
Lukas,Schluderbacher,8.11.1993,Austria,,,,,,
Michael,Schmid,15.11.2026,Austria,,,,,,
Alexander,Schmidt,26.2.2000,Austria,,,,,,
Peter,Schneider,4.4.1991,Austria,,,,,,
Ramon,Schnetzer,12.8.1996,Austria,,,,,,
Fabian,Scholz,8.1.1990,Austria,,,,,,
Fabio,Schramm,27.7.1994,Austria,,,,,,
David,Schuller,6.9.1980,Austria,,,,,,
Jonas,Schuller,15.8.1989,Austria,,,,,,
Philipp,Schuller,13.1.2011,Austria,,,,,,
Lukas,Schumnig,26.12.2019,Austria,,,,,,
Markus,Schumnig,26.8.2049,Austria,,,,,,
Martin,Schumnig,28.7.1989,Austria,,,,,,
Stefan,Schumnig,27.2.1991,Austria,,,,,,
Peter,Schweda,22.11.1990,Austria,,,,,,
Simeon,Schwinger,7.10.1997,Austria,,,,,,
Anton,Seidl,17.3.2008,Austria,,,,,,
Georg,Seidl,20.10.2018,Austria,,,,,,
Lucas,Seidl,5.6.2040,Austria,,,,,,
Mario,Seidl,15.6.1992,Austria,,,,,,
Markus,Seidl,29.1.2011,Austria,,,,,,
Philipp,Seidl,5.3.2028,Austria,,,,,,
Fabian,Sertschnig,5.6.2000,Austria,,,,,,
Oliver,Setzinger,11.7.1983,Austria,,,,,,
Dominic,Simperl,1.1.1992,Austria,,,,,,
Philip,Siutz,14.3.1994,Austria,,,,,,
Nikolai,Soritz,25.2.1996,Austria,,,,,,
Patrick,Spannring,6.11.1990,Austria,,,,,,
Stefan,Spannring,7.5.1984,Austria,,,,,,
Marc,Stadelmann,30.6.1984,Austria,,,,,,
Bernhard,Starkbaum,19.2.1986,Austria,,,,,,
Benjamin,Staudach,17.10.1989,Austria,,,,,,
Max,Steinacher,12.4.1988,Austria,,,,,,
Daniel,Steiner,1.10.2010,Austria,,,,,,
Herbert,Steiner,17.11.1986,Austria,,,,,,
Markus,Steiner,19.10.1992,Austria,,,,,,
Philipp,Steiner,15.1.2013,Austria,,,,,,
Ekkehard,Steiner,1.1.1955,Austria,,,,,,
Udo,Steinmüller,23.11.1976,Austria,,,,,,
Florian,Stern,4.5.1983,Austria,,,,,,
Dennis,Sticha,5.8.1998,Austria,,,,,,
Fabian,Stichauner,27.8.1992,Austria,,,,,,
Mario,Still,23.6.1994,Austria,,,,,,
Alexander,Stöger,15.11.2013,Austria,,,,,,
Andreas,Stöger,24.6.2004,Austria,,,,,,
David,Stöger,9.5.2027,Austria,,,,,,
Robert,Stöger,23.9.2017,Austria,,,,,,
Stefan,Stöger,5.12.2050,Austria,,,,,,
Ronald,Stöger,12.12.2017,Austria,,,,,,
Markus,Stritzl,21.5.1988,Austria,,,,,,
Rupert,Strohmeier,15.8.1991,Austria,,,,,,
Thomas,Stroj,9.4.1996,Austria,,,,,,
Martin,Sturm,6.10.1984,Austria,,,,,,
René,Swette,21.8.1988,Austria,,,,,,
Tino Anton,Teppert,9.1.1985,Austria,,,,,,
Lukas,Titze,15.7.1992,Austria,,,,,,
Stefan,Trost,28.4.1996,Austria,,,,,,
Marc,Trummer,7.2.1992,Austria,,,,,,
Jürgen,Tschernutter,12.7.1990,Austria,,,,,,
Paul,Ullrich,3.4.1986,Austria,,,,,,
Marco,Ulmer,4.11.2032,Austria,,,,,,
Martin,Ulmer,26.4.1988,Austria,,,,,,
Max,Ulmer,7.9.2008,Austria,,,,,,
Stefan,Ulmer,1.12.1990,Austria,,,,,,
Gerhard,Unterluggauer,15.8.1976,Austria,,,,,,
Clemens,Unterweger,1.4.1992,Austria,,,,,,
Thomas,Vallant,1.12.1995,Austria,,,,,,
Srdjan,Vanek,11.1.2015,Austria,,,,,,
Alfred,Vastic,26.6.2014,Austria,,,,,,
Bernhard,Vastic,4.12.2047,Austria,,,,,,
Daniel,Vastic,1.7.2039,Austria,,,,,,
Lucas,Vastic,23.3.2018,Austria,,,,,,
Lukas,Vastic,13.1.2007,Austria,,,,,,
Patrick,Vastic,9.11.2017,Austria,,,,,,
Thomas,Vastic,10.10.2037,Austria,,,,,,
Martin,Volk,23.8.1981,Austria,,,,,,
Daniel,Wachter,1.4.1997,Austria,,,,,,
Georg,Waldhauser,14.8.1992,Austria,,,,,,
Andreas,Wallner,6.3.2042,Austria,,,,,,
Anton,Wallner,12.12.2030,Austria,,,,,,
Fabian,Wallner,4.3.2003,Austria,,,,,,
Johannes,Wallner,30.8.2050,Austria,,,,,,
Martin,Wallner,6.10.2031,Austria,,,,,,
Leon,Wallner,1.7.2002,Austria,,,,,,
Christian,Weber,24.2.2025,Austria,,,,,,
Christian,Weber,17.7.2033,Austria,,,,,,
Lukas,Weber,9.1.2044,Austria,,,,,,
Michael,Weber,20.1.2049,Austria,,,,,,
David,Wechselberger,20.1.1985,Austria,,,,,,
Dieter,Werfring,29.9.1967,Austria,,,,,,
Marcel,Westerthaler,10.11.1999,Austria,,,,,,
Andreas,Wiedergut,19.4.1988,Austria,,,,,,
Nicolas,Wieser,30.8.1997,Austria,,,,,,
René,Wild,29.10.1981,Austria,,,,,,
Andreas,Wilfan,2.10.2047,Austria,,,,,,
Franz,Wilfan,14.10.1985,Austria,,,,,,
Martin,Wilfan,29.5.2020,Austria,,,,,,
Max,Wilfan,26.5.2021,Austria,,,,,,
Maximilian,Wilfan,16.1.1991,Austria,,,,,,
Ernst,Wilfan,25.12.2009,Austria,,,,,,
Alexander,Wimmer,7.3.2021,Austria,,,,,,
Christian,Wimmer,25.7.2012,Austria,,,,,,
Nikolaus,Wimmer,6.10.2006,Austria,,,,,,
Thomas,Wimmer,16.4.2014,Austria,,,,,,
Dario,Winkler,18.5.1997,Austria,,,,,,
Matthias,Winkler,20.9.2035,Austria,,,,,,
Michael,Winkler,1.3.2019,Austria,,,,,,
Thomas,Winkler,1.4.1998,Austria,,,,,,
Thomas,Winkler,1.1.1990,Austria,,,,,,
Philipp,Winzig,22.3.1983,Austria,,,,,,
Andreas,Witting,27.1.2024,Austria,,,,,,
Christoph,Witting,6.1.2014,Austria,,,,,,
Christopher,Witting,22.10.2041,Austria,,,,,,
Marcel,Witting,23.9.1995,Austria,,,,,,
Martin,Witting,14.11.2021,Austria,,,,,,
Raphael,Witting,27.12.2040,Austria,,,,,,
Samuel,Witting,14.1.1998,Austria,,,,,,
Rolf,Witting,19.7.2037,Austria,,,,,,
Daniel,Woger,25.2.1988,Austria,,,,,,
Bernhard,Wohlfahrt,13.2.2024,Austria,,,,,,
Philipp,Wohlfahrt,14.5.1997,Austria,,,,,,
Bernd,Wolf,23.2.1997,Austria,,,,,,
Dietmar,Wolf,26.5.2023,Austria,,,,,,
Dominic,Wolf,18.9.2039,Austria,,,,,,
Georg,Wolf,6.11.2019,Austria,,,,,,
Gerhard,Wolf,8.9.2020,Austria,,,,,,
Manuel,Wolf,6.11.2028,Austria,,,,,,
Marcel,Wolf,25.8.1990,Austria,,,,,,
Maximilian,Wolf,20.9.2015,Austria,,,,,,
Nicolas,Wolf,24.5.2019,Austria,,,,,,
Oliver,Wolf,30.10.2047,Austria,,,,,,
Philipp,Wolf,28.2.2045,Austria,,,,,,
Raphael,Wolf,29.12.1995,Austria,,,,,,
Simon,Wolf,5.4.1998,Austria,,,,,,
Valentin,Wolf,8.10.2039,Austria,,,,,,
Ali,Wukovits,9.5.1996,Austria,,,,,,
Nikolaus,Zierer,5.1.1996,Austria,,,,,,
Marco,Zorec,12.9.1990,Austria,,,,,,
Dominic,Zwerger,16.7.1996,Austria,,,,,,
Alexander,Abakunchik,31.5.1987,Belarus,,,,,,
Artur,Abmyotka,15.6.1992,Belarus,,,,,,
Dmitri,Ambrozheichik,26.3.1995,Belarus,,,,,,
Alexander,Andriyevsky,10.8.1968,Belarus,,14,,11,12,16
Roman,Androsyuk,24.3.1998,Belarus,,,,,,
Igor,Andryuschenko,28.8.1967,Belarus,,,,,,
Artyom,Anosov,24.9.1999,Belarus,,,,,,
